Filename:,25FC01540_CH2_100.00mA__NAV_50.0C_00_OSA.csv
+1.56845200E-006,-5.91706332E+001
+1.56845600E-006,-5.88764454E+001
+1.56846000E-006,-5.90555263E+001
+1.56846400E-006,-5.84725205E+001
+1.56846800E-006,-5.83144738E+001
+1.56847200E-006,-5.80147173E+001
+1.56847600E-006,-5.81496964E+001
+1.56848000E-006,-5.76341594E+001
+1.56848400E-006,-5.74236425E+001
+1.56848800E-006,-5.71724264E+001
+1.56849200E-006,-5.68841476E+001
+1.56849600E-006,-5.67749111E+001
+1.56850000E-006,-5.63502557E+001
+1.56850400E-006,-5.63511819E+001
+1.56850800E-006,-5.60155401E+001
+1.56851200E-006,-5.57074741E+001
+1.56851600E-006,-5.56870775E+001
+1.56852000E-006,-5.54884329E+001
+1.56852400E-006,-5.51648669E+001
+1.56852800E-006,-5.51177947E+001
+1.56853200E-006,-5.48727932E+001
+1.56853600E-006,-5.46212153E+001
+1.56854000E-006,-5.45071552E+001
+1.56854400E-006,-5.45561600E+001
+1.56854800E-006,-5.47149830E+001
+1.56855200E-006,-5.48706830E+001
+1.56855600E-006,-5.48801056E+001
+1.56856000E-006,-5.47773800E+001
+1.56856400E-006,-5.48566716E+001
+1.56856800E-006,-5.48374660E+001
+1.56857200E-006,-5.50829168E+001
+1.56857600E-006,-5.54834567E+001
+1.56858000E-006,-5.55804740E+001
+1.56858400E-006,-5.59520507E+001
+1.56858800E-006,-5.64170031E+001
+1.56859200E-006,-5.67669657E+001
+1.56859600E-006,-5.70897399E+001
+1.56860000E-006,-5.71542078E+001
+1.56860400E-006,-5.72133440E+001
+1.56860800E-006,-5.74104307E+001
+1.56861200E-006,-5.76491359E+001
+1.56861600E-006,-5.81300975E+001
+1.56862000E-006,-5.81632533E+001
+1.56862400E-006,-5.83317930E+001
+1.56862800E-006,-5.84526780E+001
+1.56863200E-006,-5.89866066E+001
+1.56863600E-006,-5.90093169E+001
+1.56864000E-006,-5.96703380E+001
+1.56864400E-006,-5.92317826E+001
+1.56864800E-006,-6.00339807E+001
+1.56865200E-006,-5.97039387E+001
+1.56865600E-006,-5.99192750E+001
+1.56866000E-006,-5.99272266E+001
+1.56866400E-006,-6.05271301E+001
+1.56866800E-006,-6.02448068E+001
+1.56867200E-006,-6.08046414E+001
+1.56867600E-006,-6.04249850E+001
+1.56868000E-006,-6.11226698E+001
+1.56868400E-006,-6.03882936E+001
+1.56868800E-006,-6.13407746E+001
+1.56869200E-006,-6.11046565E+001
+1.56869600E-006,-6.11201602E+001
+1.56870000E-006,-6.11508658E+001
+1.56870400E-006,-6.10513806E+001
+1.56870800E-006,-6.16686943E+001
+1.56871200E-006,-6.14930213E+001
+1.56871600E-006,-6.08517665E+001
+1.56872000E-006,-6.13350957E+001
+1.56872400E-006,-6.16518294E+001
+1.56872800E-006,-6.13882817E+001
+1.56873200E-006,-6.16417994E+001
+1.56873600E-006,-6.16007496E+001
+1.56874000E-006,-6.15429871E+001
+1.56874400E-006,-6.23886946E+001
+1.56874800E-006,-6.11895569E+001
+1.56875200E-006,-6.14853655E+001
+1.56875600E-006,-6.16088948E+001
+1.56876000E-006,-6.14573498E+001
+1.56876400E-006,-6.14405994E+001
+1.56876800E-006,-6.14326628E+001
+1.56877200E-006,-6.10874547E+001
+1.56877600E-006,-6.15090838E+001
+1.56878000E-006,-6.14238425E+001
+1.56878400E-006,-6.10511735E+001
+1.56878800E-006,-6.19548337E+001
+1.56879200E-006,-6.13545161E+001
+1.56879600E-006,-6.13875358E+001
+1.56880000E-006,-6.09371972E+001
+1.56880400E-006,-6.08016227E+001
+1.56880800E-006,-6.11288963E+001
+1.56881200E-006,-6.10214750E+001
+1.56881600E-006,-6.11226540E+001
+1.56882000E-006,-6.05295238E+001
+1.56882400E-006,-6.06737336E+001
+1.56882800E-006,-6.06057686E+001
+1.56883200E-006,-6.07841886E+001
+1.56883600E-006,-6.04629323E+001
+1.56884000E-006,-5.99722185E+001
+1.56884400E-006,-5.98738249E+001
+1.56884800E-006,-6.01621615E+001
+1.56885200E-006,-5.97173194E+001
+1.56885600E-006,-5.96960663E+001
+1.56886000E-006,-5.92567707E+001
+1.56886400E-006,-5.92235969E+001
+1.56886800E-006,-5.87642004E+001
+1.56887200E-006,-5.85906603E+001
+1.56887600E-006,-5.83888639E+001
+1.56888000E-006,-5.81755948E+001
+1.56888400E-006,-5.79843654E+001
+1.56888800E-006,-5.79919862E+001
+1.56889200E-006,-5.77000704E+001
+1.56889600E-006,-5.74514031E+001
+1.56890000E-006,-5.72802428E+001
+1.56890400E-006,-5.71627768E+001
+1.56890800E-006,-5.66793759E+001
+1.56891200E-006,-5.67772134E+001
+1.56891600E-006,-5.60246831E+001
+1.56892000E-006,-5.56576503E+001
+1.56892400E-006,-5.49457763E+001
+1.56892800E-006,-5.45702029E+001
+1.56893200E-006,-5.49143363E+001
+1.56893600E-006,-5.49725473E+001
+1.56894000E-006,-5.49010235E+001
+1.56894400E-006,-5.46342947E+001
+1.56894800E-006,-5.46083331E+001
+1.56895200E-006,-5.43287461E+001
+1.56895600E-006,-5.42300303E+001
+1.56896000E-006,-5.36433598E+001
+1.56896400E-006,-5.32548446E+001
+1.56896800E-006,-5.31967943E+001
+1.56897200E-006,-5.35074298E+001
+1.56897600E-006,-5.41152752E+001
+1.56898000E-006,-5.46547209E+001
+1.56898400E-006,-5.48117753E+001
+1.56898800E-006,-5.50131805E+001
+1.56899200E-006,-5.52306634E+001
+1.56899600E-006,-5.52977243E+001
+1.56900000E-006,-5.57233145E+001
+1.56900400E-006,-5.57656016E+001
+1.56900800E-006,-5.61350438E+001
+1.56901200E-006,-5.66809720E+001
+1.56901600E-006,-5.66463541E+001
+1.56902000E-006,-5.66358464E+001
+1.56902400E-006,-5.71156045E+001
+1.56902800E-006,-5.73167267E+001
+1.56903200E-006,-5.77181695E+001
+1.56903600E-006,-5.81127260E+001
+1.56904000E-006,-5.82043988E+001
+1.56904400E-006,-5.87274387E+001
+1.56904800E-006,-5.87626702E+001
+1.56905200E-006,-5.92048270E+001
+1.56905600E-006,-5.96249291E+001
+1.56906000E-006,-5.94470381E+001
+1.56906400E-006,-5.91470129E+001
+1.56906800E-006,-5.94833752E+001
+1.56907200E-006,-6.00931480E+001
+1.56907600E-006,-5.99155071E+001
+1.56908000E-006,-5.99097763E+001
+1.56908400E-006,-6.06745047E+001
+1.56908800E-006,-6.03290266E+001
+1.56909200E-006,-6.10251377E+001
+1.56909600E-006,-6.09401841E+001
+1.56910000E-006,-6.16402282E+001
+1.56910400E-006,-6.05163540E+001
+1.56910800E-006,-6.10115953E+001
+1.56911200E-006,-6.13275520E+001
+1.56911600E-006,-6.18120059E+001
+1.56912000E-006,-6.12736919E+001
+1.56912400E-006,-6.14262041E+001
+1.56912800E-006,-6.26602657E+001
+1.56913200E-006,-6.20596755E+001
+1.56913600E-006,-6.16237283E+001
+1.56914000E-006,-6.22620473E+001
+1.56914400E-006,-6.14774397E+001
+1.56914800E-006,-6.17735239E+001
+1.56915200E-006,-6.25087891E+001
+1.56915600E-006,-6.16250797E+001
+1.56916000E-006,-6.26035115E+001
+1.56916400E-006,-6.24131591E+001
+1.56916800E-006,-6.18301002E+001
+1.56917200E-006,-6.26322010E+001
+1.56917600E-006,-6.22100207E+001
+1.56918000E-006,-6.26166698E+001
+1.56918400E-006,-6.26004810E+001
+1.56918800E-006,-6.22644991E+001
+1.56919200E-006,-6.19409933E+001
+1.56919600E-006,-6.24118532E+001
+1.56920000E-006,-6.25854051E+001
+1.56920400E-006,-6.24834985E+001
+1.56920800E-006,-6.22360727E+001
+1.56921200E-006,-6.20058276E+001
+1.56921600E-006,-6.26845092E+001
+1.56922000E-006,-6.36900171E+001
+1.56922400E-006,-6.26732058E+001
+1.56922800E-006,-6.26660495E+001
+1.56923200E-006,-6.28760193E+001
+1.56923600E-006,-6.32038643E+001
+1.56924000E-006,-6.31798929E+001
+1.56924400E-006,-6.29211346E+001
+1.56924800E-006,-6.30333686E+001
+1.56925200E-006,-6.22562780E+001
+1.56925600E-006,-6.27975936E+001
+1.56926000E-006,-6.27482699E+001
+1.56926400E-006,-6.27936011E+001
+1.56926800E-006,-6.25820354E+001
+1.56927200E-006,-6.28092632E+001
+1.56927600E-006,-6.22319116E+001
+1.56928000E-006,-6.25035957E+001
+1.56928400E-006,-6.30682044E+001
+1.56928800E-006,-6.24422991E+001
+1.56929200E-006,-6.16122047E+001
+1.56929600E-006,-6.17771490E+001
+1.56930000E-006,-6.21601126E+001
+1.56930400E-006,-6.25029136E+001
+1.56930800E-006,-6.21712182E+001
+1.56931200E-006,-6.25351274E+001
+1.56931600E-006,-6.19566757E+001
+1.56932000E-006,-6.19425943E+001
+1.56932400E-006,-6.15928796E+001
+1.56932800E-006,-6.20067706E+001
+1.56933200E-006,-6.24153313E+001
+1.56933600E-006,-6.25065548E+001
+1.56934000E-006,-6.18700468E+001
+1.56934400E-006,-6.19224569E+001
+1.56934800E-006,-6.19387844E+001
+1.56935200E-006,-6.15687050E+001
+1.56935600E-006,-6.09442774E+001
+1.56936000E-006,-6.10147346E+001
+1.56936400E-006,-6.07340686E+001
+1.56936800E-006,-6.05737411E+001
+1.56937200E-006,-6.09115728E+001
+1.56937600E-006,-6.06354585E+001
+1.56938000E-006,-6.18089532E+001
+1.56938400E-006,-6.12701096E+001
+1.56938800E-006,-6.06174165E+001
+1.56939200E-006,-6.10944359E+001
+1.56939600E-006,-6.10026730E+001
+1.56940000E-006,-6.05233350E+001
+1.56940400E-006,-6.04445168E+001
+1.56940800E-006,-5.99867020E+001
+1.56941200E-006,-6.00953636E+001
+1.56941600E-006,-5.96751790E+001
+1.56942000E-006,-5.94350630E+001
+1.56942400E-006,-5.97965019E+001
+1.56942800E-006,-5.96914840E+001
+1.56943200E-006,-5.94469610E+001
+1.56943600E-006,-5.91342823E+001
+1.56944000E-006,-5.82518819E+001
+1.56944400E-006,-5.80782321E+001
+1.56944800E-006,-5.82919736E+001
+1.56945200E-006,-5.80017908E+001
+1.56945600E-006,-5.78933270E+001
+1.56946000E-006,-5.76697153E+001
+1.56946400E-006,-5.66142292E+001
+1.56946800E-006,-5.60706007E+001
+1.56947200E-006,-5.58320729E+001
+1.56947600E-006,-5.55014872E+001
+1.56948000E-006,-5.50699719E+001
+1.56948400E-006,-5.50146450E+001
+1.56948800E-006,-5.45686591E+001
+1.56949200E-006,-5.43534705E+001
+1.56949600E-006,-5.35252314E+001
+1.56950000E-006,-5.29090720E+001
+1.56950400E-006,-5.25490608E+001
+1.56950800E-006,-5.20182438E+001
+1.56951200E-006,-5.11710725E+001
+1.56951600E-006,-4.99669680E+001
+1.56952000E-006,-4.90921714E+001
+1.56952400E-006,-4.86131090E+001
+1.56952800E-006,-4.80538385E+001
+1.56953200E-006,-4.74215568E+001
+1.56953600E-006,-4.71334079E+001
+1.56954000E-006,-4.65706091E+001
+1.56954400E-006,-4.58521371E+001
+1.56954800E-006,-4.47324755E+001
+1.56955200E-006,-4.33515649E+001
+1.56955600E-006,-4.15425514E+001
+1.56956000E-006,-3.87352946E+001
+1.56956400E-006,-3.70121936E+001
+1.56956800E-006,-3.38122098E+001
+1.56957200E-006,-2.95211662E+001
+1.56957600E-006,-2.60058221E+001
+1.56958000E-006,-2.17037063E+001
+1.56958400E-006,-1.98943747E+001
+1.56958800E-006,-1.93990850E+001
+1.56959200E-006,-1.91730820E+001
+1.56959600E-006,-1.89417997E+001
+1.56960000E-006,-1.84273076E+001
+1.56960400E-006,-1.70968499E+001
+1.56960800E-006,-1.56476435E+001
+1.56961200E-006,-1.39625391E+001
+1.56961600E-006,-1.24003447E+001
+1.56962000E-006,-1.02630277E+001
+1.56962400E-006,-4.57471893E+000
+1.56962800E-006,+2.12989332E-001
+1.56963200E-006,+2.58740657E+000
+1.56963600E-006,+3.92473472E+000
+1.56964000E-006,+4.90455403E+000
+1.56964400E-006,+3.40384099E+000
+1.56964800E-006,-5.30843424E-001
+1.56965200E-006,-2.97715646E+000
+1.56965600E-006,-4.95181964E+000
+1.56966000E-006,-8.76899749E+000
+1.56966400E-006,-1.05166711E+001
+1.56966800E-006,-1.35585496E+001
+1.56967200E-006,-1.44355832E+001
+1.56967600E-006,-1.47181068E+001
+1.56968000E-006,-1.58289235E+001
+1.56968400E-006,-1.78784219E+001
+1.56968800E-006,-1.84505650E+001
+1.56969200E-006,-1.89953382E+001
+1.56969600E-006,-2.02614950E+001
+1.56970000E-006,-2.14758546E+001
+1.56970400E-006,-2.40636121E+001
+1.56970800E-006,-3.06233923E+001
+1.56971200E-006,-3.42660404E+001
+1.56971600E-006,-3.63767907E+001
+1.56972000E-006,-3.88224849E+001
+1.56972400E-006,-3.95616993E+001
+1.56972800E-006,-4.00405273E+001
+1.56973200E-006,-4.04323261E+001
+1.56973600E-006,-4.11432080E+001
+1.56974000E-006,-4.15844047E+001
+1.56974400E-006,-4.15973813E+001
+1.56974800E-006,-4.17917138E+001
+1.56975200E-006,-4.30150343E+001
+1.56975600E-006,-4.41329345E+001
+1.56976000E-006,-4.55879743E+001
+1.56976400E-006,-4.59113933E+001
+1.56976800E-006,-4.59088838E+001
+1.56977200E-006,-4.64536873E+001
+1.56977600E-006,-4.76925298E+001
+1.56978000E-006,-4.87894449E+001
+1.56978400E-006,-4.93678186E+001
+1.56978800E-006,-4.94882895E+001
+1.56979200E-006,-4.95989418E+001
+1.56979600E-006,-4.98859507E+001
+1.56980000E-006,-5.05936317E+001
+1.56980400E-006,-5.12833422E+001
+1.56980800E-006,-5.15640361E+001
+1.56981200E-006,-5.17320790E+001
+1.56981600E-006,-5.20622150E+001
+1.56982000E-006,-5.26264266E+001
+1.56982400E-006,-5.34234266E+001
+1.56982800E-006,-5.37652805E+001
+1.56983200E-006,-5.37692271E+001
+1.56983600E-006,-5.36774263E+001
+1.56984000E-006,-5.37196250E+001
+1.56984400E-006,-5.32822831E+001
+1.56984800E-006,-5.29716476E+001
+1.56985200E-006,-5.29878604E+001
+1.56985600E-006,-5.29081808E+001
+1.56986000E-006,-5.29106586E+001
+1.56986400E-006,-5.39502530E+001
+1.56986800E-006,-5.47487630E+001
+1.56987200E-006,-5.54668382E+001
+1.56987600E-006,-5.57032983E+001
+1.56988000E-006,-5.58834385E+001
+1.56988400E-006,-5.59740193E+001
+1.56988800E-006,-5.63584989E+001
+1.56989200E-006,-5.64584201E+001
+1.56989600E-006,-5.63495820E+001
+1.56990000E-006,-5.63209626E+001
+1.56990400E-006,-5.58299568E+001
+1.56990800E-006,-5.56378405E+001
+1.56991200E-006,-5.57763003E+001
+1.56991600E-006,-5.65069111E+001
+1.56992000E-006,-5.64005495E+001
+1.56992400E-006,-5.63022724E+001
+1.56992800E-006,-5.63805064E+001
+1.56993200E-006,-5.60875817E+001
+1.56993600E-006,-5.63854180E+001
+1.56994000E-006,-5.69943508E+001
+1.56994400E-006,-5.68189523E+001
+1.56994800E-006,-5.67302624E+001
+1.56995200E-006,-5.63737466E+001
+1.56995600E-006,-5.58129084E+001
+1.56996000E-006,-5.55707082E+001
+1.56996400E-006,-5.58363063E+001
+1.56996800E-006,-5.60963926E+001
+1.56997200E-006,-5.58417969E+001
+1.56997600E-006,-5.61034762E+001
+1.56998000E-006,-5.58701397E+001
+1.56998400E-006,-5.59116769E+001
+1.56998800E-006,-5.57807918E+001
+1.56999200E-006,-5.58525707E+001
+1.56999600E-006,-5.58241859E+001
+1.57000000E-006,-5.60718422E+001
+1.57000400E-006,-5.58272287E+001
+1.57000800E-006,-5.56046222E+001
+1.57001200E-006,-5.55171821E+001
+1.57001600E-006,-5.56190847E+001
+1.57002000E-006,-5.57841077E+001
+1.57002400E-006,-5.58624374E+001
+1.57002800E-006,-5.56951042E+001
+1.57003200E-006,-5.55142618E+001
+1.57003600E-006,-5.53480802E+001
+1.57004000E-006,-5.51096997E+001
+1.57004400E-006,-5.51382720E+001
+1.57004800E-006,-5.50234849E+001
+1.57005200E-006,-5.48710558E+001
+1.57005600E-006,-5.49075546E+001
+1.57006000E-006,-5.49232223E+001
+1.57006400E-006,-5.50768201E+001
+1.57006800E-006,-5.53503433E+001
+1.57007200E-006,-5.57279451E+001
+1.57007600E-006,-5.56367715E+001
+1.57008000E-006,-5.54323056E+001
+1.57008400E-006,-5.51406296E+001
+1.57008800E-006,-5.51450221E+001
+1.57009200E-006,-5.54030521E+001
+1.57009600E-006,-5.54446860E+001
+1.57010000E-006,-5.55197623E+001
+1.57010400E-006,-5.57779298E+001
+1.57010800E-006,-5.60715487E+001
+1.57011200E-006,-5.63125749E+001
+1.57011600E-006,-5.66322172E+001
+1.57012000E-006,-5.68152182E+001
+1.57012400E-006,-5.65821534E+001
+1.57012800E-006,-5.65239700E+001
+1.57013200E-006,-5.65272551E+001
+1.57013600E-006,-5.65179361E+001
+1.57014000E-006,-5.67684251E+001
+1.57014400E-006,-5.68297503E+001
+1.57014800E-006,-5.67347682E+001
+1.57015200E-006,-5.70546265E+001
+1.57015600E-006,-5.74733410E+001
+1.57016000E-006,-5.75168778E+001
+1.57016400E-006,-5.75053424E+001
+1.57016800E-006,-5.77947392E+001
+1.57017200E-006,-5.75864300E+001
+1.57017600E-006,-5.79876625E+001
+1.57018000E-006,-5.80755637E+001
+1.57018400E-006,-5.80740209E+001
+1.57018800E-006,-5.80166948E+001
+1.57019200E-006,-5.83694007E+001
+1.57019600E-006,-5.82610736E+001
+1.57020000E-006,-5.85336984E+001
+1.57020400E-006,-5.85237831E+001
+1.57020800E-006,-5.87738920E+001
+1.57021200E-006,-5.84973969E+001
+1.57021600E-006,-5.85633243E+001
+1.57022000E-006,-5.86714558E+001
+1.57022400E-006,-5.87624855E+001
+1.57022800E-006,-5.90644071E+001
+1.57023200E-006,-5.88434585E+001
+1.57023600E-006,-5.90244941E+001
+1.57024000E-006,-5.88729065E+001
+1.57024400E-006,-5.90889926E+001
+1.57024800E-006,-5.87585626E+001
+1.57025200E-006,-5.89243280E+001
+1.57025600E-006,-5.89686075E+001
+1.57026000E-006,-5.88173030E+001
+1.57026400E-006,-5.89823223E+001
+1.57026800E-006,-5.93262788E+001
+1.57027200E-006,-5.92020853E+001
+1.57027600E-006,-5.92187313E+001
+1.57028000E-006,-5.90149580E+001
+1.57028400E-006,-5.89121414E+001
+1.57028800E-006,-5.86902200E+001
+1.57029200E-006,-5.89851325E+001
+1.57029600E-006,-5.90495107E+001
+1.57030000E-006,-5.87964124E+001
+1.57030400E-006,-5.88629679E+001
+1.57030800E-006,-5.97033229E+001
+1.57031200E-006,-5.91381421E+001
+1.57031600E-006,-5.87047682E+001
+1.57032000E-006,-5.89126813E+001
+1.57032400E-006,-5.89099814E+001
+1.57032800E-006,-5.87251449E+001
+1.57033200E-006,-5.87497045E+001
+1.57033600E-006,-5.87533233E+001
+1.57034000E-006,-5.83614248E+001
+1.57034400E-006,-5.86080546E+001
+1.57034800E-006,-5.87063070E+001
+1.57035200E-006,-5.86970718E+001
+1.57035600E-006,-5.85574809E+001
+1.57036000E-006,-5.86548212E+001
+1.57036400E-006,-5.85249038E+001
+1.57036800E-006,-5.83152815E+001
+1.57037200E-006,-5.82262139E+001
+1.57037600E-006,-5.85378663E+001
+1.57038000E-006,-5.81492751E+001
+1.57038400E-006,-5.81948621E+001
+1.57038800E-006,-5.84211200E+001
+1.57039200E-006,-5.82762104E+001
+1.57039600E-006,-5.81029389E+001
+1.57040000E-006,-5.83033418E+001
+1.57040400E-006,-5.81043561E+001
+1.57040800E-006,-5.83009447E+001
+1.57041200E-006,-5.83544072E+001
+1.57041600E-006,-5.80298825E+001
+1.57042000E-006,-5.78563710E+001
+1.57042400E-006,-5.77811321E+001
+1.57042800E-006,-5.76904842E+001
+1.57043200E-006,-5.79374617E+001
+1.57043600E-006,-5.80402974E+001
+1.57044000E-006,-5.81433518E+001
+1.57044400E-006,-5.82417363E+001
+1.57044800E-006,-5.84027324E+001
+1.57045200E-006,-5.83442249E+001
+1.57045600E-006,-5.83410915E+001
+1.57046000E-006,-5.83184380E+001
+1.57046400E-006,-5.77641998E+001
+1.57046800E-006,-5.74571071E+001
+1.57047200E-006,-5.76277764E+001
+1.57047600E-006,-5.77314487E+001
+1.57048000E-006,-5.77197418E+001
+1.57048400E-006,-5.83745783E+001
+1.57048800E-006,-5.80345801E+001
+1.57049200E-006,-5.84855487E+001
+1.57049600E-006,-5.84374168E+001
+1.57050000E-006,-5.81489840E+001
+1.57050400E-006,-5.80265953E+001
+1.57050800E-006,-5.78399001E+001
+1.57051200E-006,-5.76480743E+001
+1.57051600E-006,-5.78361763E+001
+1.57052000E-006,-5.78479476E+001
+1.57052400E-006,-5.77694560E+001
+1.57052800E-006,-5.81355412E+001
+1.57053200E-006,-5.81881559E+001
+1.57053600E-006,-5.80601329E+001
+1.57054000E-006,-5.84469730E+001
+1.57054400E-006,-5.82109135E+001
+1.57054800E-006,-5.84676967E+001
+1.57055200E-006,-5.80759574E+001
+1.57055600E-006,-5.79936079E+001
+1.57056000E-006,-5.79967403E+001
+1.57056400E-006,-5.81735356E+001
+1.57056800E-006,-5.80674553E+001
+1.57057200E-006,-5.81510364E+001
+1.57057600E-006,-5.83220706E+001
+1.57058000E-006,-5.80350775E+001
+1.57058400E-006,-5.83181149E+001
+1.57058800E-006,-5.84608270E+001
+1.57059200E-006,-5.83074417E+001
+1.57059600E-006,-5.83814434E+001
+1.57060000E-006,-5.83411168E+001
+1.57060400E-006,-5.82521713E+001
+1.57060800E-006,-5.82662021E+001
+1.57061200E-006,-5.83867404E+001
+1.57061600E-006,-5.82372433E+001
+1.57062000E-006,-5.85516217E+001
+1.57062400E-006,-5.84903854E+001
+1.57062800E-006,-5.85976202E+001
+1.57063200E-006,-5.90531066E+001
+1.57063600E-006,-5.87362353E+001
+1.57064000E-006,-5.82792572E+001
+1.57064400E-006,-5.82851684E+001
+1.57064800E-006,-5.83458752E+001
+1.57065200E-006,-5.82743114E+001
+1.57065600E-006,-5.83689102E+001
+1.57066000E-006,-5.85981962E+001
+1.57066400E-006,-5.85540444E+001
+1.57066800E-006,-5.82957523E+001
+1.57067200E-006,-5.88160371E+001
+1.57067600E-006,-5.88722394E+001
+1.57068000E-006,-5.89734942E+001
+1.57068400E-006,-5.85934406E+001
+1.57068800E-006,-5.81856364E+001
+1.57069200E-006,-5.85305839E+001
+1.57069600E-006,-5.85782124E+001
+1.57070000E-006,-5.83372000E+001
+1.57070400E-006,-5.87161887E+001
+1.57070800E-006,-5.88087178E+001
+1.57071200E-006,-5.87597588E+001
+1.57071600E-006,-5.88591521E+001
+1.57072000E-006,-5.87863221E+001
+1.57072400E-006,-5.87029592E+001
+1.57072800E-006,-5.88768626E+001
+1.57073200E-006,-5.91566228E+001
+1.57073600E-006,-5.92427761E+001
+1.57074000E-006,-5.90555784E+001
+1.57074400E-006,-5.86743503E+001
+1.57074800E-006,-5.85140368E+001
+1.57075200E-006,-5.88954537E+001
+1.57075600E-006,-5.92463313E+001
+1.57076000E-006,-5.93931759E+001
+1.57076400E-006,-5.95956667E+001
+1.57076800E-006,-5.94844697E+001
+1.57077200E-006,-5.93725421E+001
+1.57077600E-006,-6.00291983E+001
+1.57078000E-006,-5.95298501E+001
+1.57078400E-006,-5.91359350E+001
+1.57078800E-006,-5.87714305E+001
+1.57079200E-006,-5.84300965E+001
+1.57079600E-006,-5.89414570E+001
+1.57080000E-006,-5.90930373E+001
+1.57080400E-006,-5.93199823E+001
+1.57080800E-006,-5.95835284E+001
+1.57081200E-006,-5.95931764E+001
+1.57081600E-006,-5.95866904E+001
+1.57082000E-006,-5.98753972E+001
+1.57082400E-006,-6.02589651E+001
+1.57082800E-006,-5.93724785E+001
+1.57083200E-006,-5.94113438E+001
+1.57083600E-006,-5.91755777E+001
+1.57084000E-006,-5.91610102E+001
+1.57084400E-006,-5.95132598E+001
+1.57084800E-006,-5.96996770E+001
+1.57085200E-006,-5.94601785E+001
+1.57085600E-006,-5.98411331E+001
+1.57086000E-006,-5.96597618E+001
+1.57086400E-006,-5.93417078E+001
+1.57086800E-006,-5.98090822E+001
+1.57087200E-006,-5.97084725E+001
+1.57087600E-006,-5.90540051E+001
+1.57088000E-006,-5.92480245E+001
+1.57088400E-006,-5.93315556E+001
+1.57088800E-006,-5.91732966E+001
+1.57089200E-006,-5.92119515E+001
+1.57089600E-006,-5.94178962E+001
+1.57090000E-006,-5.94171545E+001
+1.57090400E-006,-5.91399899E+001
+1.57090800E-006,-5.94563258E+001
+1.57091200E-006,-5.95535173E+001
+1.57091600E-006,-5.94033707E+001
+1.57092000E-006,-5.91564749E+001
+1.57092400E-006,-5.90318110E+001
+1.57092800E-006,-5.89235425E+001
+1.57093200E-006,-5.87854218E+001
+1.57093600E-006,-5.85398550E+001
+1.57094000E-006,-5.88721114E+001
+1.57094400E-006,-5.91068636E+001
+1.57094800E-006,-5.89278879E+001
+1.57095200E-006,-5.95588184E+001
+1.57095600E-006,-5.87965239E+001
+1.57096000E-006,-5.85528806E+001
+1.57096400E-006,-5.84440714E+001
+1.57096800E-006,-5.81520173E+001
+1.57097200E-006,-5.82521949E+001
+1.57097600E-006,-5.84465675E+001
+1.57098000E-006,-5.82545753E+001
+1.57098400E-006,-5.85313738E+001
+1.57098800E-006,-5.83943230E+001
+1.57099200E-006,-5.82892871E+001
+1.57099600E-006,-5.83143293E+001
+1.57100000E-006,-5.84104083E+001
+1.57100400E-006,-5.77854381E+001
+1.57100800E-006,-5.78706924E+001
+1.57101200E-006,-5.80253662E+001
+1.57101600E-006,-5.80223140E+001
+1.57102000E-006,-5.83910103E+001
+1.57102400E-006,-5.81811474E+001
+1.57102800E-006,-5.82414661E+001
+1.57103200E-006,-5.81520580E+001
+1.57103600E-006,-5.82851972E+001
+1.57104000E-006,-5.81969529E+001
+1.57104400E-006,-5.82462750E+001
+1.57104800E-006,-5.78627821E+001
+1.57105200E-006,-5.78304836E+001
+1.57105600E-006,-5.81313880E+001
+1.57106000E-006,-5.86581210E+001
+1.57106400E-006,-5.83567659E+001
+1.57106800E-006,-5.84136012E+001
+1.57107200E-006,-5.80258615E+001
+1.57107600E-006,-5.82406808E+001
+1.57108000E-006,-5.88974163E+001
+1.57108400E-006,-5.89092745E+001
+1.57108800E-006,-5.88063291E+001
+1.57109200E-006,-5.85468634E+001
+1.57109600E-006,-5.87974716E+001
+1.57110000E-006,-5.94675636E+001
+1.57110400E-006,-5.92874681E+001
+1.57110800E-006,-5.89279187E+001
+1.57111200E-006,-5.83179423E+001
+1.57111600E-006,-5.85218134E+001
+1.57112000E-006,-5.86787638E+001
+1.57112400E-006,-5.91657838E+001
+1.57112800E-006,-5.95542898E+001
+1.57113200E-006,-5.86760397E+001
+1.57113600E-006,-5.95707654E+001
+1.57114000E-006,-5.97347138E+001
+1.57114400E-006,-5.94724841E+001
+1.57114800E-006,-5.96229846E+001
+1.57115200E-006,-5.96467960E+001
+1.57115600E-006,-5.92410469E+001
+1.57116000E-006,-5.95421978E+001
+1.57116400E-006,-5.93284902E+001
+1.57116800E-006,-5.95342210E+001
+1.57117200E-006,-5.98590678E+001
+1.57117600E-006,-6.00606650E+001
+1.57118000E-006,-5.98290690E+001
+1.57118400E-006,-6.00115866E+001
+1.57118800E-006,-6.03666658E+001
+1.57119200E-006,-6.03371861E+001
+1.57119600E-006,-6.04736710E+001
+1.57120000E-006,-6.02996825E+001
+1.57120400E-006,-6.02373676E+001
+1.57120800E-006,-5.97793277E+001
+1.57121200E-006,-6.05471594E+001
+1.57121600E-006,-5.98943193E+001
+1.57122000E-006,-6.03691353E+001
+1.57122400E-006,-6.05677009E+001
+1.57122800E-006,-6.07953668E+001
+1.57123200E-006,-6.04965020E+001
+1.57123600E-006,-6.07010001E+001
+1.57124000E-006,-6.12818665E+001
